machine_id,day,age_years,volt,rotate,pressure,vibration,failure_type,has_failure
0,103,5.9,173.23,468.65,100.88,54.33,none,0
0,104,5.9,173.15,452.76,97.86,45.09,none,0
0,105,5.9,158.14,461.33,96.88,36.02,none,0
0,106,5.9,170.01,424.78,100.62,36.92,none,0
0,107,5.9,163.88,462.0,103.96,40.15,none,0
0,108,5.9,166.54,430.12,99.63,40.83,none,0
0,109,5.9,159.71,450.51,99.75,52.13,none,0
0,110,5.9,170.6,457.96,98.11,52.68,none,0
0,111,5.9,170.58,486.25,102.46,18.46,none,0
0,112,5.9,169.66,443.29,96.38,47.85,none,0
0,113,5.9,170.68,398.29,101.18,45.43,none,0
0,114,5.9,162.71,451.14,107.27,42.96,none,0
0,115,5.9,176.08,436.28,100.11,62.65,none,0
0,116,5.9,171.19,458.51,98.66,44.69,none,0
0,117,5.9,172.25,479.28,99.71,54.19,none,0
0,118,5.9,173.46,457.51,105.18,23.26,none,0
0,119,5.9,170.29,455.89,98.06,31.91,none,0
1,0,13.1,165.94,402.47,96.85,43.16,none,0
1,1,13.1,162.72,490.41,101.47,37.23,none,0
1,2,13.1,165.97,465.76,101.42,35.55,none,0
1,3,13.1,174.48,503.86,100.93,50.42,none,0
1,4,13.1,164.66,441.34,96.12,32.3,none,0
1,5,13.1,174.51,438.89,99.78,31.02,none,0
1,6,13.1,167.74,429.19,100.8,38.39,none,0
1,7,13.1,169.59,414.61,100.09,33.74,none,0
1,8,13.1,172.15,459.8,100.87,46.91,none,0
1,9,13.1,169.58,449.51,96.3,49.41,none,0
1,10,13.1,168.91,418.85,100.17,48.51,none,0
1,11,13.1,166.41,461.48,100.79,54.8,none,0
1,12,13.1,165.47,461.02,102.78,41.64,none,0
1,13,13.1,176.12,464.71,103.1,34.51,none,0
1,14,13.1,163.33,434.35,96.95,40.28,none,0
1,15,13.1,166.71,424.8,101.93,32.96,none,0
1,16,13.1,164.41,438.02,104.04,29.57,none,0
1,17,13.1,162.02,436.61,96.17,60.2,none,0
1,18,13.1,163.02,490.98,102.67,31.68,none,0
1,19,13.1,178.19,485.9,98.27,34.2,none,0
1,20,13.1,165.06,491.75,93.09,22.54,none,0
1,21,13.1,162.66,463.94,103.14,27.9,none,0
1,22,13.1,170.04,450.74,98.1,35.38,none,0
1,23,13.1,180.02,437.95,104.55,30.36,none,0
1,24,13.1,174.0,467.11,99.86,47.49,none,0
1,25,13.1,169.33,443.11,97.8,34.69,none,0
1,26,13.1,177.01,416.82,96.76,40.73,none,0
1,27,13.1,180.62,444.43,102.95,54.69,none,0
1,28,13.1,166.17,456.32,97.07,41.84,none,0
1,29,13.1,168.35,452.84,100.53,43.58,none,0
1,30,13.1,164.51,422.69,99.07,35.17,none,0
1,31,13.1,156.01,432.11,97.31,48.09,none,0
1,32,13.1,169.22,434.34,97.76,29.04,none,0
1,33,13.1,177.9,446.05,95.27,30.52,none,0
1,34,13.1,179.14,455.77,100.56,30.6,none,0
1,35,13.1,160.0,443.5,98.53,48.31,none,0
1,36,13.1,167.99,440.63,97.59,40.17,none,0
1,37,13.1,167.42,456.25,100.07,16.7,none,0
1,38,13.1,169.41,445.22,96.28,31.85,none,0
1,39,13.1,162.54,444.29,101.44,30.17,none,0
1,40,13.1,169.56,445.09,102.02,41.49,none,0
1,41,13.1,162.9,438.07,97.54,40.45,none,0
1,42,13.1,174.31,474.8,96.59,34.19,none,0
1,43,13.1,171.51,454.44,100.29,37.22,none,0
1,44,13.1,174.05,463.1,97.34,39.99,none,0
1,45,13.1,173.26,430.22,99.45,35.52,none,0
1,46,13.1,164.85,446.55,100.58,18.8,none,0
1,47,13.1,168.94,431.9,97.64,39.11,none,0
1,48,13.1,166.34,472.61,98.43,34.42,none,0
1,49,13.1,168.8,455.47,99.96,49.85,none,0
1,50,13.1,169.76,438.88,99.05,44.69,none,0
1,51,13.1,168.59,457.8,100.69,28.29,none,0
1,52,13.1,167.83,473.22,98.89,35.61,none,0
1,53,13.1,165.5,452.29,97.48,36.62,none,0
1,54,13.1,171.74,469.93,98.75,36.0,none,0
1,55,13.1,173.31,450.31,100.42,49.0,none,0
1,56,13.1,170.11,426.75,99.43,31.28,none,0
1,57,13.1,165.72,424.83,98.0,45.28,none,0
1,58,13.1,163.56,429.22,100.15,29.31,none,0
1,59,13.1,178.67,442.96,99.45,37.19,none,0
1,60,13.1,171.29,442.07,104.97,21.84,none,0
1,61,13.1,176.65,425.63,95.19,28.79,none,0
1,62,13.1,173.42,456.97,102.1,52.72,none,0
1,63,13.1,176.48,464.62,98.38,43.28,none,0
1,64,13.1,172.34,473.7,98.49,40.08,none,0
1,65,13.1,173.42,406.49,100.81,41.69,none,0
1,66,13.1,170.21,418.55,98.38,37.0,none,0
1,67,13.1,172.98,453.37,98.99,45.95,none,0
1,68,13.1,169.69,440.56,101.11,41.8,none,0
1,69,13.1,173.2,415.58,97.75,43.65,none,0
1,70,13.1,163.78,433.13,100.43,30.32,none,0
1,71,13.1,172.37,407.2,96.15,43.89,none,0
1,72,13.1,167.98,473.89,103.53,33.08,none,0
1,73,13.1,176.24,441.85,99.76,45.91,none,0
1,74,13.1,171.07,434.66,99.59,50.57,none,0
1,75,13.1,173.77,436.4,103.7,43.09,none,0
1,76,13.1,178.74,471.85,96.55,34.11,none,0
1,77,13.1,166.33,443.92,96.61,36.6,none,0
1,78,13.1,166.04,464.59,100.02,34.94,none,0
1,79,13.1,168.78,426.3,100.8,44.51,none,0
1,80,13.1,176.62,434.1,99.38,34.6,none,0
1,81,13.1,185.88,470.1,98.21,40.49,none,0
1,82,13.1,171.71,458.45,98.81,46.13,none,0
1,83,13.1,171.07,435.32,96.33,32.56,none,0
1,84,13.1,167.15,468.32,102.29,39.61,none,0
1,85,13.1,172.32,442.99,103.95,36.81,none,0
1,86,13.1,159.26,473.14,105.66,54.39,none,0
1,87,13.1,172.12,436.31,95.88,27.46,none,0
1,88,13.1,174.1,446.01,97.55,35.11,none,0
1,89,13.1,172.82,440.47,99.56,37.48,none,0
1,90,13.1,163.85,439.99,100.64,40.92,none,0
1,91,13.1,174.91,478.77,106.03,48.19,none,0
1,92,13.1,174.43,423.01,98.53,42.55,none,0
1,93,13.1,161.75,454.13,96.53,47.69,none,0
1,94,13.1,165.54,486.9,97.09,45.93,none,0
1,95,13.1,172.87,469.72,101.07,43.1,none,0
1,96,13.1,170.16,472.09,100.9,25.65,none,0
1,97,13.1,172.63,473.87,97.24,41.57,none,0
1,98,13.1,165.38,441.16,104.32,43.24,none,0
1,99,13.1,162.56,437.17,93.5,26.37,none,0
1,100,13.1,167.5,440.43,97.72,43.07,none,0
1,101,13.1,161.72,477.48,99.31,34.16,none,0
1,102,13.1,167.74,437.12,97.37,28.86,none,0
1,103,13.1,172.54,463.86,100.34,51.81,none,0
1,104,13.1,169.3,437.22,102.01,36.66,none,0
1,105,13.1,168.64,457.27,103.5,31.13,none,0
1,106,13.1,167.25,457.82,104.22,38.73,none,0
1,107,13.1,162.8,442.5,96.0,30.01,none,0
1,108,13.1,172.47,455.04,101.99,44.7,none,0
1,109,13.1,167.4,436.15,100.21,35.63,none,0
1,110,13.1,166.84,443.78,98.38,40.36,none,0
1,111,13.1,172.53,455.11,100.77,41.21,none,0
1,112,13.1,164.4,434.09,100.03,30.11,none,0
1,113,13.1,170.43,480.07,95.98,44.65,none,0
1,114,13.1,178.43,449.72,100.78,38.18,none,0
1,115,13.1,162.16,428.76,96.18,45.7,none,0
1,116,13.1,175.46,441.19,106.18,47.93,none,0
1,117,13.1,174.96,441.35,101.8,27.7,none,0
1,118,13.1,167.74,452.37,105.07,37.11,none,0
1,119,13.1,169.65,431.8,99.15,42.94,none,0
2,0,5.2,172.37,454.76,101.24,59.8,none,0
2,1,5.2,163.74,480.2,98.14,52.01,none,0
2,2,5.2,163.33,472.76,103.22,52.9,none,0
2,3,5.2,178.98,447.83,102.0,51.59,none,0
2,4,5.2,163.47,464.81,101.52,47.07,none,0
2,5,5.2,166.42,462.48,98.9,39.04,none,0
2,6,5.2,166.45,467.91,100.35,43.88,none,0
2,7,5.2,161.71,459.18,105.32,40.19,none,0
2,8,5.2,166.37,445.63,100.29,41.8,none,0
2,9,5.2,179.08,449.5,101.63,36.23,none,0
2,10,5.2,174.85,444.27,100.13,36.71,none,0
2,11,5.2,168.57,450.16,102.48,52.82,none,0
2,12,5.2,168.23,460.07,99.66,61.49,none,0
2,13,5.2,173.47,444.73,107.16,46.05,none,0
2,14,5.2,170.11,443.01,98.76,25.31,none,0
2,15,5.2,166.64,454.56,103.33,43.05,none,0
2,16,5.2,169.04,461.29,102.38,46.19,none,0
2,17,5.2,163.71,448.5,98.95,40.99,none,0
2,18,5.2,167.35,422.95,99.93,52.21,none,0
2,19,5.2,164.16,438.16,100.36,42.62,none,0
2,20,5.2,174.39,453.58,101.0,40.36,none,0
2,21,5.2,162.6,438.28,96.58,46.14,none,0
2,22,5.2,166.99,474.73,101.79,41.2,none,0
2,23,5.2,168.3,455.36,102.89,31.98,none,0
2,24,5.2,167.08,437.88,103.66,47.38,none,0
2,25,5.2,175.37,438.02,98.86,43.21,none,0
2,26,5.2,174.48,428.37,99.66,31.3,none,0
2,27,5.2,172.4,451.71,98.41,35.04,none,0
2,28,5.2,166.19,442.83,101.89,41.23,none,0
2,29,5.2,163.31,438.39,99.91,43.3,none,0
2,30,5.2,167.6,431.44,100.81,35.26,none,0
2,31,5.2,174.16,449.26,100.91,31.97,none,0
2,32,5.2,175.82,445.66,105.19,49.72,none,0
2,33,5.2,176.05,475.52,100.19,50.55,none,0
2,34,5.2,177.51,434.22,102.26,40.73,none,0
2,35,5.2,165.86,460.4,99.32,54.45,none,0
2,36,5.2,171.59,421.87,101.69,35.49,none,0
2,37,5.2,163.33,495.89,94.64,41.43,none,0
2,38,5.2,178.95,417.68,99.1,44.87,none,0
2,39,5.2,163.6,454.13,101.0,36.36,none,0
2,40,5.2,180.13,446.67,100.99,37.03,none,0
2,41,5.2,171.18,459.05,95.6,32.57,none,0
2,42,5.2,168.16,430.87,95.02,37.68,none,0
2,43,5.2,175.31,443.76,98.77,43.99,none,0
2,44,5.2,168.09,421.82,96.11,41.65,none,0
2,45,5.2,167.52,449.66,99.58,48.84,none,0
2,46,5.2,166.43,417.08,97.96,44.22,none,0
2,47,5.2,173.67,439.14,96.99,34.9,none,0
2,48,5.2,163.44,421.04,98.51,38.17,none,0
2,49,5.2,175.12,445.99,96.33,27.97,none,0
2,50,5.2,181.2,480.82,101.77,48.12,none,0
2,51,5.2,168.92,460.6,98.43,42.24,none,0
2,52,5.2,157.07,449.28,98.1,32.24,none,0
2,53,5.2,176.64,430.59,97.59,24.73,none,0
2,54,5.2,174.72,468.11,95.72,38.5,none,0
2,55,5.2,161.22,460.67,98.05,40.61,none,0
2,56,5.2,176.05,452.53,97.86,45.41,none,0
2,57,5.2,174.06,447.88,102.07,36.71,none,0
2,58,5.2,170.08,417.85,99.6,36.17,none,0
2,59,5.2,167.59,430.85,96.63,39.89,none,0
2,60,5.2,164.76,434.74,97.88,39.45,none,0
2,61,5.2,169.35,451.43,98.87,40.25,none,0
2,62,5.2,160.93,438.22,101.68,32.15,none,0
2,63,5.2,176.79,467.96,103.46,58.38,none,0
2,64,5.2,176.09,429.85,93.37,43.81,none,0
2,65,5.2,170.47,438.68,103.58,33.71,none,0
2,66,5.2,172.73,447.49,96.43,39.74,none,0
2,67,5.2,169.02,436.84,105.45,49.76,none,0
2,68,5.2,168.96,469.04,99.56,46.1,none,0
2,69,5.2,171.86,430.89,95.6,27.79,none,0
2,70,5.2,173.84,440.31,103.52,36.48,none,0
2,71,5.2,171.86,461.55,100.62,45.16,none,0
2,72,5.2,167.39,439.44,97.08,36.3,none,0
2,73,5.2,176.81,463.95,94.85,37.9,none,0
2,74,5.2,172.84,471.13,100.22,49.98,none,0
2,75,5.2,164.44,494.23,96.2,45.41,none,0
2,76,5.2,170.63,459.81,100.44,29.77,none,0
2,77,5.2,177.29,470.05,101.97,25.01,none,0
2,78,5.2,164.3,460.91,99.58,39.58,none,0
2,79,5.2,172.9,449.74,103.24,36.36,none,0
2,80,5.2,174.44,428.39,93.5,32.35,none,0
2,81,5.2,164.92,458.52,98.22,33.62,none,0
2,82,5.2,168.25,450.76,101.05,35.95,none,0
2,83,5.2,164.31,473.76,108.99,44.44,none,0
2,84,5.2,166.46,452.25,104.61,35.77,none,0
2,85,5.2,170.33,482.46,102.81,46.97,none,0
2,86,5.2,165.0,441.23,100.06,34.68,none,0
2,87,5.2,168.29,450.02,103.33,32.65,none,0
2,88,5.2,160.42,441.27,97.89,48.33,none,0
2,89,5.2,170.48,456.76,97.46,36.26,none,0
2,90,5.2,164.03,440.59,101.83,31.67,none,0
2,91,5.2,170.51,436.86,102.17,36.65,none,0
2,92,5.2,159.87,483.61,103.56,23.87,none,0
2,93,5.2,171.39,472.73,103.33,50.22,none,0
2,94,5.2,165.87,448.44,98.43,31.39,none,0
2,95,5.2,167.76,441.58,101.39,43.01,none,0
2,96,5.2,175.8,448.06,101.37,43.35,none,0
2,97,5.2,160.19,440.46,95.83,44.87,none,0
2,98,5.2,171.54,455.21,102.53,42.1,none,0
2,99,5.2,169.33,451.4,95.78,36.98,none,0
2,100,5.2,174.06,446.34,98.21,53.1,none,0
2,101,5.2,171.96,450.71,104.82,52.87,none,0
2,102,5.2,166.77,432.05,105.8,40.68,none,0
2,103,5.2,169.45,445.14,100.89,44.73,none,0
2,104,5.2,166.22,457.62,102.54,40.88,none,0
2,105,5.2,173.92,486.59,101.26,31.85,none,0
2,106,5.2,169.39,412.06,97.32,34.0,none,0
2,107,5.2,176.53,476.05,98.89,24.57,none,0
2,108,5.2,166.58,480.13,98.8,31.45,none,0
2,109,5.2,174.11,459.24,101.08,29.35,none,0
2,110,5.2,166.98,461.26,100.69,53.64,none,0
2,111,5.2,163.95,443.06,98.17,44.58,none,0
2,112,5.2,179.52,435.75,99.5,52.19,none,0
2,113,5.2,177.66,443.59,101.43,26.89,none,0
2,114,5.2,170.25,450.74,99.83,43.59,none,0
2,115,5.2,171.47,414.73,105.67,35.04,none,0
2,116,5.2,170.83,423.38,98.84,41.43,none,0
2,117,5.2,179.71,429.2,95.4,47.82,none,0
2,118,5.2,168.14,433.26,97.03,44.61,none,0
2,119,5.2,173.24,474.0,102.11,34.73,none,0
3,0,1.6,163.93,499.15,99.9,50.81,none,0
3,1,1.6,167.42,459.67,102.35,35.61,none,0
3,2,1.6,164.66,457.73,101.08,38.66,none,0
3,3,1.6,173.2,478.37,99.23,50.15,none,0
3,4,1.6,170.13,450.97,93.94,44.31,none,0
3,5,1.6,174.09,409.17,100.58,31.17,none,0
3,6,1.6,179.27,453.25,98.9,30.08,none,0
3,7,1.6,166.97,435.55,98.22,40.34,none,0
3,8,1.6,170.99,470.69,100.05,43.2,none,0
3,9,1.6,161.21,427.44,99.6,31.78,none,0
3,10,1.6,171.61,462.3,100.16,46.29,none,0
3,11,1.6,176.97,446.05,97.33,35.79,none,0
3,12,1.6,163.04,451.84,101.49,24.92,none,0
3,13,1.6,175.88,432.33,102.14,44.48,none,0
3,14,1.6,183.94,430.78,99.58,51.52,none,0
3,15,1.6,164.27,479.07,96.17,37.76,none,0
3,16,1.6,171.08,456.69,96.85,57.69,none,0
3,17,1.6,168.44,447.09,101.47,43.25,none,0
3,18,1.6,168.13,485.14,100.62,36.74,none,0
3,19,1.6,169.7,437.04,97.68,27.48,none,0
3,20,1.6,170.2,449.4,98.22,32.93,none,0
3,21,1.6,175.95,432.51,94.28,30.43,none,0
3,22,1.6,171.0,467.74,100.28,37.6,none,0
3,23,1.6,165.42,430.21,97.54,29.76,none,0
3,24,1.6,165.22,431.65,100.19,42.84,none,0
3,25,1.6,178.62,484.07,99.17,44.79,none,0
3,26,1.6,169.12,444.04,99.85,31.45,none,0
3,27,1.6,166.4,476.4,98.45,41.08,none,0
3,28,1.6,166.23,502.8,98.32,37.72,none,0
3,29,1.6,172.32,437.24,95.9,41.49,none,0
3,30,1.6,176.09,432.28,98.04,46.84,none,0
3,31,1.6,163.7,457.55,103.97,48.46,none,0
3,32,1.6,165.45,477.83,98.09,25.02,none,0
3,33,1.6,177.22,445.2,97.39,42.69,none,0
3,34,1.6,171.92,441.27,96.82,47.09,none,0
3,35,1.6,156.96,453.07,103.83,39.9,none,0
3,36,1.6,172.11,436.2,99.47,49.12,none,0
3,37,1.6,175.39,492.44,102.51,37.61,none,0
3,38,1.6,172.77,446.72,100.52,41.06,none,0
3,39,1.6,164.86,471.85,103.88,51.75,none,0
3,40,1.6,176.52,471.58,101.03,43.68,none,0
3,41,1.6,165.5,479.4,97.69,37.08,none,0
3,42,1.6,165.9,455.15,98.26,39.09,none,0
3,43,1.6,174.88,399.13,104.23,37.41,none,0
3,44,1.6,169.6,437.16,105.77,28.14,none,0
3,45,1.6,167.84,462.64,101.69,35.95,none,0
3,46,1.6,174.05,462.35,98.0,21.28,none,0
3,47,1.6,169.3,476.47,98.13,52.28,none,0
3,48,1.6,162.15,423.95,93.2,30.22,none,0
3,49,1.6,177.55,473.29,104.97,49.46,none,0
3,50,1.6,165.69,453.54,97.39,44.95,none,0
3,51,1.6,171.21,484.32,101.59,40.07,none,0
3,52,1.6,178.59,442.89,98.34,31.34,none,0
3,53,1.6,171.26,447.27,99.28,39.41,none,0
3,54,1.6,172.24,456.57,103.86,38.19,none,0
3,55,1.6,170.94,466.42,101.33,29.81,none,0
3,56,1.6,168.0,490.19,100.49,28.23,none,0
3,57,1.6,162.43,447.83,101.82,37.69,none,0
3,58,1.6,171.07,441.98,97.11,47.37,none,0
3,59,1.6,170.95,450.82,102.39,37.52,none,0
3,60,1.6,171.15,459.03,103.06,34.05,none,0
3,61,1.6,166.74,471.08,102.7,39.38,none,0
3,62,1.6,176.41,414.55,101.04,42.43,none,0
3,63,1.6,168.75,445.82,100.3,35.26,none,0
3,64,1.6,175.72,416.55,97.07,52.0,none,0
3,65,1.6,164.8,427.84,102.71,38.02,none,0
3,66,1.6,157.81,336.18,120.38,62.23,comp3,1
3,67,1.6,171.26,460.07,97.15,43.06,none,0
3,68,1.6,169.37,458.67,101.54,27.12,none,0
3,69,1.6,165.38,466.06,98.33,37.63,none,0
3,70,1.6,165.57,471.3,102.5,45.45,none,0
3,71,1.6,165.05,447.17,93.88,46.22,none,0
3,72,1.6,172.47,423.41,104.88,33.39,none,0
3,73,1.6,162.92,435.73,101.86,19.65,none,0
3,74,1.6,176.75,469.44,94.95,27.25,none,0
3,75,1.6,169.41,452.95,101.65,41.78,none,0
3,76,1.6,173.19,415.78,97.27,44.51,none,0
3,77,1.6,165.64,472.49,99.84,39.47,none,0
3,78,1.6,175.8,435.0,98.74,51.64,none,0
3,79,1.6,175.94,428.45,100.31,34.56,none,0
3,80,1.6,167.88,480.66,98.55,46.06,none,0
3,81,1.6,175.68,506.58,103.98,47.82,none,0
3,82,1.6,162.17,448.74,97.92,26.64,none,0
3,83,1.6,164.96,432.04,99.79,33.78,none,0
3,84,1.6,168.73,421.11,99.11,38.76,none,0
3,85,1.6,166.03,472.2,99.46,50.36,none,0
3,86,1.6,165.82,426.85,98.42,33.92,none,0
3,87,1.6,172.31,414.18,97.31,39.21,none,0
3,88,1.6,172.69,452.13,98.82,44.96,none,0
3,89,1.6,172.64,455.0,98.65,47.08,none,0
3,90,1.6,175.69,437.62,103.7,48.15,none,0
3,91,1.6,180.97,435.17,100.57,56.29,none,0
3,92,1.6,169.05,445.31,105.89,37.01,none,0
3,93,1.6,166.15,471.34,98.19,30.27,none,0
3,94,1.6,165.57,431.59,99.52,45.19,none,0
3,95,1.6,179.26,409.16,96.64,59.71,none,0
3,96,1.6,172.13,421.19,104.58,39.64,none,0
3,97,1.6,168.56,462.23,99.53,40.21,none,0
3,98,1.6,172.53,467.18,97.62,35.9,none,0
3,99,1.6,178.34,463.26,99.35,42.75,none,0
3,100,1.6,176.11,481.12,93.76,40.29,none,0
3,101,1.6,174.38,446.86,96.75,42.17,none,0
3,102,1.6,171.59,480.0,99.57,48.43,none,0
3,103,1.6,164.71,473.43,102.75,37.75,none,0
3,104,1.6,169.45,479.39,95.97,39.31,none,0
3,105,1.6,172.38,439.99,98.31,55.19,none,0
3,106,1.6,167.57,455.53,95.53,47.82,none,0
3,107,1.6,166.72,483.6,96.97,36.24,none,0
3,108,1.6,173.89,453.1,103.78,30.05,none,0
3,109,1.6,177.22,430.11,102.73,39.94,none,0
3,110,1.6,177.42,456.52,97.98,37.89,none,0
3,111,1.6,170.0,468.77,96.69,30.89,none,0
3,112,1.6,167.66,476.69,100.97,38.81,none,0
3,113,1.6,178.62,438.2,93.51,39.56,none,0
3,114,1.6,177.57,455.55,98.53,22.9,none,0
3,115,1.6,159.74,450.0,101.25,43.26,none,0
3,116,1.6,158.3,429.13,103.47,42.47,none,0
3,117,1.6,171.44,448.13,98.06,38.6,none,0
3,118,1.6,172.62,453.28,97.19,55.52,none,0
3,119,1.6,168.66,459.74,98.99,36.53,none,0
4,0,19.2,173.77,413.97,99.26,44.99,none,0
4,1,19.2,164.34,446.78,99.27,37.45,none,0
4,2,19.2,169.04,460.47,96.11,44.01,none,0
4,3,19.2,165.41,431.34,100.79,42.9,none,0
4,4,19.2,162.06,451.66,96.8,30.36,none,0
4,5,19.2,168.79,468.02,100.71,37.55,none,0
4,6,19.2,166.7,457.57,97.73,47.52,none,0
4,7,19.2,176.37,403.21,95.69,51.28,none,0
4,8,19.2,180.14,440.72,98.87,33.64,none,0
4,9,19.2,162.86,477.29,103.33,37.5,none,0
4,10,19.2,169.45,454.5,101.53,30.41,none,0
4,11,19.2,168.8,465.26,101.22,45.79,none,0
4,12,19.2,176.21,437.04,105.79,41.29,none,0
4,13,19.2,171.79,466.87,93.43,45.74,none,0
4,14,19.2,175.44,461.91,96.13,40.85,none,0
4,15,19.2,171.74,453.29,94.34,32.47,none,0
4,16,19.2,176.99,429.11,100.41,45.51,none,0
